,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
947,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.48
948,Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,4.2
949,Hyundai Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,7.2
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.8
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,,5.83
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,26.45 Lakh,18.39
953,Maruti Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.85
954,Honda Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,11.15 Lakh,6.21
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.65
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.7
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,,30
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,4.85
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,6.93
960,Maruti Alto 800 VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.6
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,,1.89
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5,52.26 Lakh,39.5
963,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,10
964,Audi A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,,9.95
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,,9.45
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,,28.25
967,Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,1.8
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,1.4
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498 CC,103.52 bhp,5,,7.25
970,Maruti Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.6
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599 CC,94 bhp,5,,1.2
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,5,,4.94
973,Maruti Wagon R LXI,Delhi,2007,65000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,1.25
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,,4.8
975,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,,31.15
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,3.3
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.4
978,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,5,,2
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.1
980,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,Manual,First,15.0 kmpl,1598 CC,103.6 bhp,5,,5.09
981,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4 kmpl,1590 CC,94 bhp,5,,1.05
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5,,7
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,,2.5
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,70.43 Lakh,17.5
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.1
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,17.75
987,Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5,,1.45
988,Toyota Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,,2.45
989,Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5 kmpl,2400 CC,215 bhp,5,,13.8
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,5.85
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.9
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.15
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,,16.56
994,Maruti Wagon R VXI Minor,Chennai,2010,134000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,,1.65
995,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,5,,16
996,Hyundai Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,1.45
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,8.08
998,Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,4.5
999,Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,,4.3
1000,Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.6
1001,Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.8 Lakh,4.45
1002,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,5.37
1003,Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,,1.75
1004,BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,16.5
1005,BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,,19
1006,Tata Indigo CS eVX,Jaipur,2016,65000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,,2.8
1007,Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.2
1008,Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,3.8
1009,Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6.1
1010,Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,12.12 Lakh,11.65
1011,Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.15
1012,Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,19.37 Lakh,16.5
1013,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,8,,4.3
1014,Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.25
1015,Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,6.75
1016,Mahindra XUV500 W6 2WD,Chennai,2014,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,9.4
1017,Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5,12.14 Lakh,5.39
1018,Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,8.51
1019,Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7 kmpl,1368 CC,88.8 bhp,5,,1.85
1020,Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,2.5
1021,Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.75
1022,Honda City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,,3.5
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5
1024,Honda City 1.5 V MT,Coimbatore,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,6.33
1025,Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.47
